Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2014-08-12,21.256332397460938,21.45788681973581,21.176596099247046,21.271836583789774,135180000
2014-08-13,21.537622451782227,21.537622451782227,21.271835925843185,21.296199887867708,127664000
2014-08-14,21.595205307006836,21.610709489377676,21.44016348329844,21.557552534081818,112464000
2014-08-15,21.70152473449707,21.74803728981209,21.453456082987532,21.683805182997222,195804000
2014-08-18,21.962888717651367,22.00940128675935,21.701531169927986,21.814489542120253,190288000
2014-08-19,22.266328811645508,22.299552559163907,21.998326844035752,22.018261768478787,277596000
2014-08-20,22.275178909301758,22.3903526021693,22.137854934495344,22.246385908542187,210796000
2014-08-21,22.27739906311035,22.35713536370454,22.173298799010734,22.275183696474507,133912000
2014-08-22,22.44129753112793,22.474521266644224,22.191015211253372,22.213163804987776,176736000
2014-08-25,22.490022659301758,22.629560303352548,22.432434970877814,22.54539498167846,161080000
2014-08-26,22.346059799194336,22.481168434330872,22.339415389241655,22.46344888123732,132608000
2014-08-27,22.620708465576172,22.718164327897362,22.303978602862074,22.374855132778457,209476000
2014-08-28,22.647281646728516,22.764670709096816,22.494453484112793,22.501097892951858,273840000
2014-08-29,22.70265769958496,22.791253774915113,22.636210220629952,22.78239399839914,178380000
2014-09-02,22.879846572875977,22.977300720932927,22.751382366540287,22.82668792139472,214256000
2014-09-03,21.914154052734375,22.8576973474891,21.834417761652368,22.835548753261747,501684000
2014-09-04,21.7325382232666,22.168870875368935,21.65944632348683,21.894224521752935,342872000
2014-09-05,21.92079734802246,22.013822452947537,21.774613591857914,21.883144570766504,233828000
2014-09-08,21.78569221496582,21.99610641780371,21.717031058428542,21.99389274102029,185426800
2014-09-09,21.703733444213867,22.831114725408828,21.293978626070615,21.945157631118963,759385200
2014-09-10,22.370418548583984,22.394782505951948,21.65279371384099,21.70816603698105,403478400
2014-09-11,22.465660095214844,22.46787546139944,22.06476499709602,22.239741749435044,249412400
2014-09-12,22.516611099243164,22.634000199839363,22.388146853755686,22.416939864711214,250504400
2014-09-15,22.509960174560547,22.824476309876097,22.467878350617436,22.771317653585598,245266000
2014-09-16,22.339412689208984,22.42800875413906,21.903078463537607,22.104634553499263,267632400
2014-09-17,22.498886108398438,22.547614030421325,22.27961045929545,22.430223268352805,243706000
2014-09-18,22.54539680480957,22.669430276218005,22.49445352057864,22.576405172661676,149197600
2014-09-19,22.3615665435791,22.66943663202028,22.25968163638121,22.656147810594838,283609600
2014-09-22,22.383708953857422,22.622917812357,22.277395032188267,22.547612258660457,211153600
2014-09-23,22.73366355895996,22.8001110305683,22.2685363271898,22.28182514557971,253608800
2014-09-24,22.536535263061523,22.78017314415581,22.41471547759979,22.627346683101937,240687200
2014-09-25,21.677160263061523,22.306189118025085,21.64393652723922,22.261891930148277,400368000
2014-09-26,22.315046310424805,22.315046310424805,21.7945468088919,21.823339808695874,249482000
2014-09-29,22.173295974731445,22.24638785593779,21.84549103739443,21.849921770101766,199065200
2014-09-30,22.315046310424805,22.490023054993248,22.266318395503312,22.328335127283683,221056400
2014-10-01,21.96731185913086,22.301761221224655,21.860996237001952,22.27961093631858,205965200
2014-10-02,22.126787185668945,22.197663712582916,21.71481684490972,21.987247808741976,191031200
2014-10-03,22.06476402282715,22.19544189485055,21.93629982706132,22.024895882411176,173878400
2014-10-06,22.06476402282715,22.292897724718312,22.02046515023762,22.137854205398764,148204800
2014-10-07,21.8720703125,22.175511288718333,21.867641269632532,22.022683117434948,168376800
2014-10-08,22.326126098632812,22.394787253135743,21.774616426573335,21.874287643250984,229618800
2014-10-09,22.374847412109375,22.676072982770492,22.284037681596537,22.490022789624664,309506000
2014-10-10,22.31062889099121,22.598564108520797,22.215388377618098,22.301769111859983,265326400
2014-10-13,22.106849670410156,22.543183924511727,22.106849670410156,22.443514401114598,214333600
2014-10-14,21.8720703125,22.26410566470291,21.83220216737518,22.235312661490862,254754400
2014-10-15,21.60407257080078,21.96067057878308,21.081357541329698,21.69931306404754,403734400
2014-10-16,21.32056427001953,21.643938502555027,21.132298669617093,21.163307041926693,288618000
2014-10-17,21.63286781311035,21.927449100525067,21.442386806949703,21.595215023244382,272718800
2014-10-20,22.095775604248047,22.14007279345479,21.754681839901878,21.77683043450525,310069200
2014-10-21,22.696012496948242,22.817830617671554,22.430224280241017,22.817830617671554,378495600
2014-10-22,22.811185836791992,23.059254497049608,22.724805132470845,22.77796209901551,273052400
2014-10-23,23.21872329711914,23.267451212594775,22.952935128114554,23.052606325177234,284298800
2014-10-24,23.305103302001953,23.364904666617583,23.152275151564314,23.296243527646087,188215600
2014-10-27,23.280742645263672,23.36269430230104,23.189931212614475,23.223154948701485,136750800
2014-10-28,23.641767501831055,23.641767501831055,23.33389750880654,23.344972649781802,192243600
2014-10-29,23.774656295776367,23.78130239301549,23.55759776784212,23.62182985585542,210751600
2014-10-30,23.694929122924805,23.776879093035905,23.455720242419464,23.69049839004722,162619200
2014-10-31,23.920839309692383,23.92969908258655,23.74586259714757,23.923054675373148,178557200
2014-11-03,24.230937957763672,24.430278733186842,23.923067861766157,23.96958042772659,209130400
2014-11-04,24.053741455078125,24.250866828140467,23.858831448519158,24.222073822914677,166297600
2014-11-05,24.111328125,24.208783969029625,23.94964017375353,24.164485090002774,149743600
2014-11-06,24.180280685424805,24.200302040096904,23.980077321642526,24.158036055799712,139874000
2014-11-07,24.24924659729004,24.31820547349943,24.146919920697876,24.191409189770354,134766000
2014-11-10,24.209203720092773,24.320428581402957,24.1736109498383,24.25146801332409,108782000
2014-11-11,24.402740478515625,24.413863646511295,24.113556779356937,24.180290695859487,109769200
2014-11-12,24.747541427612305,24.78758246140395,24.329336394688635,24.33155967084118,187769600
2014-11-13,25.096782684326172,25.23692542677894,24.825393696616366,24.86988466838021,238091600
2014-11-14,25.39931297302246,25.401537945765824,24.738636932268605,25.17018999800696,176254400
2014-11-17,25.35704803466797,26.08890795933285,25.203558852110366,25.41933369682549,186986800
2014-11-18,25.686275482177734,25.73521470363487,25.33480443458291,25.34592760206211,176896000
2014-11-19,25.508312225341797,25.746333388090783,25.314782030538396,25.679599481907744,167476800
2014-11-20,25.873130798339844,25.995478844048012,25.548354355463662,25.56170249500444,173582000
2014-11-21,25.908721923828125,26.153416302500226,25.81084349349654,26.140069860966594,228717200
2014-11-24,26.38921356201172,26.420356391629188,25.9420907808651,25.993253273597972,189803200
2014-11-25,26.160091400146484,26.638358722912,26.126723596761547,26.487092818436324,275361600
2014-11-26,26.47151756286621,26.493762196176768,26.211251789103546,26.235721394892177,163073200
2014-11-28,26.455947875976562,26.560499526230164,26.260192714051996,26.531579973598493,99257600
2014-12-01,25.5972900390625,26.527129966573746,24.751980396904376,26.429251543523065,335256000
2014-12-02,25.49941635131836,25.748560703006493,25.081211397529003,25.248048723898375,237395600
2014-12-03,25.788597106933594,25.88202558563685,25.60618839735054,25.74855608789552,172253600
2014-12-04,25.690719604492188,26.07110845041585,25.64623033603532,25.75300525919452,168178000
2014-12-05,25.58172035217285,25.821966481058727,25.501638309210893,25.801945121739816,153275600
2014-12-08,25.003355026245117,25.50386701953098,24.829844473451153,25.381518964531594,230659600
2014-12-09,25.385967254638672,25.426008279376155,24.324880947673904,24.51173962883448,240832000
2014-12-10,24.903247833251953,25.548352421768918,24.812044321937268,25.45047568976741,178261200
2014-12-11,24.829835891723633,25.31477630105434,24.76754855069728,24.972203562613704,165606800
2014-12-12,24.4094181060791,24.885460558012394,24.376050295546754,24.5718055150286,224112400
2014-12-15,24.075740814208984,24.825395498400198,23.657534135061347,24.625190353824962,268872400
2014-12-16,23.74651336669922,24.505067910425435,23.637513452679013,23.66198306358354,243162800
2014-12-17,24.338237762451172,24.433889564196804,23.762091795431996,23.828827426167297,213647200
2014-12-18,25.0589656829834,25.0589656829834,24.616291137915105,24.88545514256251,236024800
2014-12-19,24.86543846130371,25.190214966805325,24.838745571388998,24.97221511243445,353719200
2014-12-22,25.12347984313965,25.245826209430295,24.907703275144627,24.949969278364293,180670000
2014-12-23,25.034494400024414,25.21022990148961,25.016698013182072,25.18798526651511,104113600
2014-12-24,24.916593551635742,25.072307676393304,24.916593551635742,25.043389823840236,57918400
2014-12-26,25.35704803466797,25.474946137631417,24.916598453892924,24.936618117947695,134884000
2014-12-29,25.339252471923828,25.530557700331972,25.29253652975544,25.3125578902786,110395600
2014-12-30,25.030046463012695,25.341476469113722,24.938842943152515,25.279190807324916,119526000
2014-12-31,24.554000854492188,25.165737618670832,24.516184807296952,25.096778744708132,165613600
2015-01-02,24.320432662963867,24.78980179223696,23.87998139150813,24.778678625376525,212818400
2015-01-05,23.63528823852539,24.16916802993291,23.44843124496915,24.08908597636393,257142000
2015-01-06,23.637502670288086,23.897768379743095,23.274908618006148,23.699788307030516,263188400
2015-01-07,23.968961715698242,24.069063429151587,23.735388788097783,23.846613668449052,160423600
2015-01-08,24.889904022216797,24.947741436209547,24.180288730141065,24.298188530976255,237458000
2015-01-09,24.916593551635742,25.192430728559142,24.516183377749616,25.063409483956207,214798000
2015-01-12,24.30263328552246,25.05451277070223,24.202531584719402,25.0478395502696,198603200
2015-01-13,24.51840591430664,25.092326540806972,24.226997353858184,24.78756984445063,268367600
2015-01-14,24.42498207092285,24.578471237079537,24.13579673076979,24.255919793733824,195826400
2015-01-15,23.7620849609375,24.48282175865421,23.726493879364345,24.469475315208914,240056000
2015-01-16,23.577442169189453,23.931138058830207,23.401706710421042,23.808790050460917,314053200
2015-01-20,24.18473243713379,24.24034486393104,23.690893815629142,23.988975608627253,199599600
2015-01-21,24.36937141418457,24.705269323316333,24.084634301295583,24.235900203047848,194303600
2015-01-22,25.003355026245117,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,25.13237190246582,25.30365745231713,24.80981876719715,24.981106014205256,185859200
2015-01-26,25.1590633392334,25.43935046549932,25.092329440607884,25.301431026222534,222460000
2015-01-27,24.27816390991211,25.02114690634776,24.253694303322035,25.007798768198853,382274800
2015-01-28,25.650676727294922,26.27576159595501,25.650676727294922,26.166760010959198,585908400
2015-01-29,26.44927978515625,26.51379042648761,25.706296620475385,25.875358932338358,337745600
2015-01-30,26.06220817565918,26.693964521362957,25.993247613245867,26.33804533384276,334982000
2015-02-02,26.38921356201172,26.50933663217492,25.821967710701898,26.260193995235177,250956400
2015-02-03,26.393659591674805,26.49153631431275,26.162311679441768,26.360291794276034,207662800
2015-02-04,26.596088409423828,26.807416665129097,26.31802625493535,26.360292245507747,280598800
2015-02-05,26.785921096801758,26.850686325109223,26.631824460351066,26.80378601534649,168984800
2015-02-06,26.56035614013672,26.85514855508198,26.45315812385905,26.803782448482234,174826400
2015-02-09,26.736791610717773,26.76358984334251,26.448698683016357,26.475498619496165,155559200
2015-02-10,27.25044059753418,27.279474284093233,26.835052713303483,26.837284763150453,248034000
2015-02-11,27.88916015625,27.898093467941823,27.35764088949896,27.41793861360003,294247200
2015-02-12,28.24201202392578,28.469807161802184,28.043250568558793,28.152680630716496,297898000
2015-02-13,28.380489349365234,28.425154215415827,28.06113061592278,28.425154215415827,217088800
2015-02-17,28.5479736328125,28.782468344590505,28.344744655424268,28.472041346541108,252609600
2015-02-18,28.746740341186523,28.76013945726517,28.463113222584848,28.50331227467583,179566800
2015-02-19,28.686431884765625,28.815962312285166,28.65963366104055,28.69313144069689,149449600
2015-02-20,28.92093849182129,28.92093849182129,28.59711399333912,28.724409016235786,195793600
2015-02-23,29.70257568359375,29.70257568359375,28.956662194803357,29.03706028033048,283896400
2015-02-24,29.51721954345703,29.836579903132932,29.293891859774032,29.689182814051748,276912400
2015-02-25,28.76237678527832,29.389930567701946,28.61944717469499,29.38099555020321,298846800
2015-02-26,29.126394271850586,29.226891041668456,28.27551639557092,28.762369079791174,365150000
2015-02-27,28.688678741455078,29.15990033954733,28.639546373296806,29.032601910852616,248059200
2015-03-02,28.829368591308594,29.095129068348655,28.652941228409233,28.865101836964875,192386800
2015-03-03,28.889677047729492,28.92541030455528,28.606049859205058,28.800347313375955,151265200
2015-03-04,28.706541061401367,28.93433626958241,28.65741210249003,28.831607435890163,126665200
2015-03-05,28.230852127075195,28.75343806710463,28.085688798004263,28.715472771397522,226068400
2015-03-06,28.27328109741211,28.89189795896218,28.197350511715953,28.6752698585805,291368400
2015-03-09,28.39388656616211,28.93657470506642,27.929364493392736,28.577015230869513,354114000
2015-03-10,27.806528091430664,28.411745860101902,27.647965653485496,28.230850996391403,275426400
2015-03-11,27.299575805664062,27.864594577511763,27.27054381992919,27.860128773496793,275756000
2015-03-12,27.793128967285156,27.893627445138293,27.163344980721053,27.315207870580377,193450800
2015-03-13,27.6010684967041,28.005292775799237,27.375508755701606,27.78196508492979,207309200
2015-03-16,27.90479278564453,27.90479278564453,27.440272508651557,27.665832237473083,143497200
2015-03-17,28.371551513671875,28.434082997718928,28.06112614368463,28.116958069277374,204092400
2015-03-18,28.69090461730957,28.845001247215315,28.221916874295566,28.36261268604332,261083600
2015-03-19,28.47427749633789,28.865100912954293,28.45194507044507,28.75343707963532,183238000
2015-03-20,28.116962432861328,28.675280071581174,27.951700384538565,28.64178227411099,274780400
2015-03-23,28.409515380859375,28.552444966857443,28.25541872876409,28.38941670651046,150838800
2015-03-24,28.293380737304688,28.594871022454768,28.264347052118488,28.413977873677577,131369200
2015-03-25,27.554162979125977,28.322410588375078,27.554162979125977,28.259879123223104,206620800
2015-03-26,27.746232986450195,27.889162578221786,27.37997569455361,27.415708944424075,190291600
2015-03-27,27.52513885498047,27.84896333643819,27.449208255299947,27.819931349005362,158184800
2015-03-30,28.221920013427734,28.22861957132451,27.69263278946705,27.703799855198355,188398800
2015-03-31,27.78866958618164,28.24872416597514,27.773036713194152,28.15939273296577,168362400
2015-04-01,27.74846076965332,27.942756440341626,27.491633629002273,27.875757463178825,162485600
2015-04-02,27.987415313720703,28.041013461694536,27.735055734150112,27.922650103985724,128880400
2015-04-06,28.44077491760254,28.4765081582352,27.766326187280637,27.79759192090687,148776000
2015-04-07,28.141517639160156,28.61273741287234,28.134818082280347,28.505541095085928,140049200
2015-04-08,28.049959182739258,28.22862202685145,27.909263343103138,28.105791108542423,149316800
2015-04-09,28.26435089111328,28.26881839891246,27.840029658360844,28.105788441342266,129936000
2015-04-10,28.38494300842285,28.40950918539536,27.97402096425488,28.128115878890522,160752000
2015-04-13,28.329113006591797,28.713238553875073,28.275514845883464,28.66857029621765,145460400
2015-04-14,28.206281661987305,28.427375548887735,28.119184018546086,28.362610328713938,102098400
2015-04-15,28.31348419189453,28.39164854242009,28.141522620738304,28.23085403727682,115881600
2015-04-16,28.177248001098633,28.384942774977812,28.16384888789826,28.201814177869103,113476000
2015-04-17,27.860130310058594,28.170555673798134,27.795365073211876,28.03879314990162,207828000
2015-04-20,28.496610641479492,28.612740281366165,27.9539243296978,28.043255739378658,188217200
2015-04-21,28.342517852783203,28.630609072444127,28.288917980602285,28.608278348151323,129740400
2015-04-22,28.724403381347656,28.780235297985456,28.21075077059283,28.360379898256962,150618000
2015-04-23,28.95890235900879,29.12639813348207,28.617211251700112,28.652944501438206,183083600
2015-04-24,29.095125198364258,29.173291236876665,28.860630490536455,29.142025503013585,178103600
2015-04-27,29.624412536621094,29.73161226625087,29.28942104887471,29.548481950582225,387816800
2015-04-28,29.15766143798828,30.046504652742044,28.93656921509768,30.028641437076313,475696000
2015-04-29,28.728870391845703,29.38768631523267,28.652939804382193,29.068329393289822,253544400
2015-04-30,27.949453353881836,28.728866308810193,27.822156672395803,28.728866308810193,332781600
2015-05-01,28.798099517822266,29.061627914377524,27.982954965995784,28.16161606201944,234050400
2015-05-04,28.742271423339844,29.15989649766207,28.644006699969907,28.920934246947915,203953200
2015-05-05,28.09461784362793,28.68643472759926,28.09015033666135,28.619435753937946,197085600
2015-05-06,27.918188095092773,28.30677770244947,27.549697157011853,28.264344906616653,288564000
2015-05-07,28.09086799621582,28.274761520017556,27.812783771171894,27.980979129928542,175763600
2015-05-08,28.62013053894043,28.62013053894043,28.281496646737725,28.409325085242145,222201600
2015-05-11,28.328590393066406,28.606672974255993,28.173850078151617,28.568549094369533,168143200
2015-05-12,28.22766876220703,28.454170627373536,27.992194561066356,28.16711747118376,192640000
2015-05-13,28.25906753540039,28.523695007429993,28.227671200665686,28.290463870135095,138776800
2015-05-14,28.918392181396484,28.918392181396484,28.516967372745793,28.573032500442157,180814000
2015-05-15,28.87802505493164,29.039492885957355,28.752439724565775,28.945303888182956,152832000
2015-05-18,29.196475982666016,29.31533377773786,28.786078843817585,28.79056501210627,203531600
2015-05-19,29.169565200805664,29.351215660307822,29.073131405326226,29.30860561732461,178532800
2015-05-20,29.167333602905273,29.37365294791065,29.005865694301892,29.1538785141792,145819600
2015-05-21,29.4655818939209,29.51940563657002,29.115736121559305,29.169559864208427,158921600
2015-05-22,29.723491668701172,29.819925484214373,29.467834779633826,29.51268962700429,182384000
2015-05-26,29.068647384643555,29.806466408616938,28.956517125116992,29.736946195221503,282790400
2015-05-27,29.611356735229492,29.66069432201889,29.16508050283067,29.23011454617458,183332800
2015-05-28,29.553058624267578,29.59118251180284,29.400563074126527,29.57099988109797,122933200
2015-05-29,29.216659545898438,29.4790439371457,29.13143945539383,29.429706350216073,203538000
2015-06-01,29.274967193603516,29.46559000710588,29.16508172727694,29.216660689469904,128451200
2015-06-02,29.144901275634766,29.301882969200555,29.001374666954007,29.122473852863536,134670400
2015-06-03,29.180774688720703,29.364669938252323,29.13143710577045,29.30187727303265,123934000
2015-06-04,29.010347366333008,29.283945534491302,28.909430794589802,29.059684965308747,153800400
2015-06-05,28.85112190246582,29.084354819159856,28.786087840700947,29.041744761959322,142507200
2015-06-08,28.660497665405273,28.97670584773006,28.442964668084898,28.907182205972028,210699200
2015-06-09,28.575279235839844,28.723292021999566,28.171611267260324,28.41381136401914,224301600
2015-06-10,28.902698516845703,29.005856445482788,28.671708731208312,28.68740690004075,156349200
2015-06-11,28.83765983581543,29.194233246174658,28.812991041403812,28.96997272313957,141563600
2015-06-12,28.51921272277832,28.77935577283128,28.505757637765978,28.74795943382105,147544800
2015-06-15,28.46314239501953,28.53490568694789,28.191787393947564,28.279248852517377,175955600
